,name,averageRating
5493,King's Kush,4.225464190981432
4707,Edelweiss,4.225
867,Aurora Borealis,4.225
707,The Flav,4.224489795918367
4116,OGiesel,4.223684210526316
6480,Blue Cheese,4.223277074542898
6224,Alien Kush,4.222929936305732
1549,Private Reserve,4.222222222222222
4429,Fuelato,4.222222222222222
7297,OGKB 2.1,4.222222222222222
4193,Zprite,4.222222222222222
334,Juicy Jack,4.222222222222222
3965,Sorbet,4.222222222222222
2064,Powder Sugar,4.222222222222222
3655,Silver Cheese,4.222222222222222
4991,Purple Lemon Haze,4.222222222222222
2369,Denver Maple,4.222222222222222
5892,Ice Box,4.222222222222222
2129,Double OG Chem,4.222222222222222
6687,Sour Mango,4.222222222222222
5342,Key Lime Jack,4.222222222222222
6701,Jealousy Mintz,4.222222222222222
4569,Popscotti,4.222222222222222
4448,Granny Skunk,4.222222222222222
6039,Mendo Kush,4.222222222222222
3212,Black Out,4.222222222222222
2562,Government Oasis,4.222222222222222
2605,Beach Wedding,4.222222222222222
1813,Grizzly Glue,4.222222222222222
5119,Elon Musky,4.222222222222222
2177,Peach Kush,4.222222222222222
3274,Purple Trainwreck,4.221428571428572
6715,Blue Hash,4.220338983050848
6946,Dog Shit,4.22
619,Rockstar Kush,4.21875
5179,Purple Haze,4.217741935483871
4182,Critical Sensi Star,4.217391304347826
8109,White Gummy,4.217391304347826
4625,Fucking Incredible,4.216867469879518
7950,Chocolate Thai,4.216417910447761
1790,Woody OG,4.216216216216216
3039,Lavender Haze,4.216216216216216
776,Jack Flash,4.216049382716049
1300,Cherry Sherbet,4.215686274509804
3610,Cheese Quake,4.215547703180212
7626,Critical Orange Punch,4.214285714285714
2306,Lemon Fuel,4.214285714285714
8186,Royal Kush,4.214285714285714
3245,Bluefin Tuna,4.214285714285714
4496,Modified Mints,4.214285714285714
4204,Paradise Circus,4.214285714285714
7048,Headband,4.212790255043776
4703,Crunch Berries,4.2125
415,Purple Nepal,4.212121212121212
5011,Purple Crack,4.212121212121212
7111,Pitbull,4.211764705882353
2968,Banjo,4.211538461538462
2484,Tutti Frutti,4.211009174311926
6342,Trainwreck,4.210559200249921
4454,Blue Thai,4.210526315789473
104,Londonchello,4.210526315789473
3129,NY Cheese,4.210526315789473
5810,Dream Lotus,4.209677419354839
4167,Afghan Haze,4.209677419354839
2088,Critical Mass,4.209467455621302
3290,Powdered Donuts,4.209302325581396
1124,Purple Skunk,4.209090909090909
603,Odyssey,4.208333333333333
906,Cherry Pie Kush,4.208333333333333
7467,Double Dutch,4.208333333333333
8308,Purple Reign,4.208333333333333
2535,Skunky Diesel,4.208333333333333
7133,Critical Plus,4.207865168539326
972,Willy's Wonder,4.207317073170731
6554,Punky Lion,4.206896551724138
7436,Asian Fantasy,4.206896551724138
1045,Thor's Hammer,4.206896551724138
905,Crimea Blue,4.206896551724138
7886,P-51,4.206896551724138
2490,Lemon Haze,4.206649036645259
266,Jack the Ripper,4.206521739130435
6197,Hempstar,4.206349206349207
5060,Panda OG,4.205882352941177
1317,Moonbeam,4.205882352941177
7498,Blue Rhino,4.205882352941177
1635,Glazed Apricot Gelato,4.205882352941177
6572,Pure Kush,4.205278592375366
4884,Purple Sour Diesel,4.204379562043796
2596,Qrazy Train,4.203488372093023
1675,Super Skunk,4.202898550724638
1439,Querkle,4.2007722007722
3481,Sweet Tooth,4.200310559006211
4444,B-52,4.2
8363,Agape,4.2
3305,Maclato,4.2
4849,Deadwood,4.2
279,Super Critical,4.2
4510,Fritter Licker,4.2
2446,Honey Kush,4.2
8221,Pink Goo,4.2
962,Garlic Punch,4.2
2817,Paradise OG,4.2
7672,La Blanca Gold,4.2
3979,J's Famous Kush,4.2
2008,Cream Cake #43,4.2
2274,Wookie’s Cookies,4.2
8284,Copper Kush,4.2
1234,Tiki Tom,4.2
3966,GPurps,4.2
5376,Shrieker,4.2
2435,Sherb Haze,4.2
4441,Cherry Lime Slushy,4.2
2588,Sugar Cane,4.2
8169,White Grape,4.2
7339,Double Barrel OG,4.2
3533,Carpet Tape,4.2
6613,Rainbow Punch,4.2
1634,Bellini,4.2
3671,Purple Cherry Punch,4.2
2068,Mean Misty,4.2
2964,MAC Stomper,4.2
3186,Jupiter Jack,4.2
2936,Lady Liberty,4.2
8207,Frosted Runtz,4.2
4704,Grape Skin,4.2
5073,Gorilla Dosha,4.2
1433,Orange Fanta,4.2
5618,Poon Tang PIe,4.2
4139,Dosi Mango,4.2
1942,Sour Star Head,4.2
7399,Blaze,4.2
7787,Hypnotoad,4.2
7210,Trifi Cookies,4.2
4106,Cherry Tart,4.2
2130,Armagnac,4.2
2472,Honey Tree,4.2
999,Madagascar,4.2
2907,Sunday Brunch,4.2
2,Moon Walk,4.2
2252,White Domina,4.2
2532,Moon Berry,4.2
2971,Green Queen,4.198952879581152
8450,Chem Valley Kush,4.197916666666667
995,Red Diesel,4.197530864197531
175,Black Diesel,4.197530864197531
2413,Dancehall,4.197183098591549
7352,Shishkaberry,4.195372750642673
8056,Sweet Kush,4.193877551020408
7928,Trident,4.193548387096774
181,Pluto,4.193548387096774
3552,Lime Green Skunk,4.193548387096774
6219,Hawaiian,4.192513368983957
3674,Blueberry Gelato,4.192307692307693
7916,Voodoo,4.192307692307693
1727,Blue Champagne,4.191176470588236
1739,Exodus Cheese,4.190789473684211
1426,Cadillac Purple,4.190476190476191
2082,Ocean View,4.190476190476191
6627,Blackberry Chem OG,4.190476190476191
6901,Josh D OG,4.189189189189189
6874,Purple Dragon,4.187878787878788
4478,Katsu,4.1875
3434,Pez,4.1875
4655,Strawberry Mochi,4.1875
2066,Lemon Garlic OG,4.1875
2569,Seattle Soda F2,4.1875
1436,Black Widow,4.186351706036746
6036,Cold Creek Kush,4.185567010309279
8213,Rocky Road,4.185185185185185
8305,Big White,4.185185185185185
4375,Lemon Diesel,4.184514003294893
1468,Purple Elephant,4.184210526315789
5067,White Diesel,4.183098591549296
6723,Yumboldt,4.182926829268292
6517,Coconut Oil,4.181818181818182
4314,Mountain Thunder,4.181818181818182
4452,Watermelon Wonder,4.181818181818182
5290,Biddy Early,4.181818181818182
6251,ACDC Cookies,4.181818181818182
4594,Sour Power OG,4.181818181818182
3017,Royal Gorilla,4.181818181818182
8356,Soul Shine,4.181818181818182
4638,Mountain Dew Mouth,4.181818181818182
2725,Terple,4.181818181818182
5428,Proper BHO Shatter,4.181818181818182
2182,Slymer,4.181818181818182
5147,Mossimo OG,4.181818181818182
6695,Mochi Runtz,4.181818181818182
7621,Frostbite,4.17948717948718
1090,Pandora's Box,4.178571428571429
5632,Caramelicious,4.178082191780822
7343,Apple Jack,4.174496644295302
4680,Sour Flower,4.173913043478261
6263,Shark Bite,4.173913043478261
5578,Petrolia Headstash,4.173913043478261
3107,Seattle Blue,4.173913043478261
7660,Cluster Bomb,4.173913043478261
2386,Amnesia,4.173285198555956
697,Donegal,4.173076923076923
895,Special K,4.172413793103448
5882,Blackberry Diesel,4.172413793103448
3213,Big Wreck,4.172413793103448
3321,NYC Diesel,4.172032193158953
5692,Now and Later,4.171428571428572
1544,Grapefruit Haze,4.171052631578948
4180,Blueberry Kush,4.171006944444445
6458,White Lotus,4.170731707317073
5881,Grape Skunk,4.170212765957447
7657,Ambrosia,4.170212765957447
829,Tangerine,4.169565217391304
5407,Great White Shark,4.166986564299425
633,Orange Velvet Underground,4.166666666666667
3126,Mighty Glue,4.166666666666667
7286,Blue Persuasion,4.166666666666667
1326,Citrus Splash,4.166666666666667
2011,Kahuna,4.166666666666667
6390,Stay Puft,4.166666666666667
8326,Pacific OG,4.166666666666667
6977,White Haze,4.166666666666667
4919,Angry Apple,4.166666666666667
6430,Pineapple Gelato,4.166666666666667
8019,Landslide,4.166666666666667
1880,Mazar I Sharif,4.166666666666667
5808,Pound Town,4.166666666666667
6909,Blucifer,4.166666666666667
2841,Matsu,4.166666666666667
2452,White Super Skunk,4.166666666666667
4131,Holland's Hope,4.166666666666667
8423,Kush-N-Cheese,4.166666666666667
4411,3 Chems,4.166666666666667
1778,Special Occasion,4.166666666666667
3071,Bavarian Cream,4.166666666666667
2148,Lemon Berry Candy OG,4.166666666666667
3342,Chem Toffee,4.166666666666667
523,Mossad,4.166666666666667
5710,Gas Runtz,4.166666666666667
99,Timewarp,4.166666666666667
5102,Red Line Haze,4.166666666666667
3281,Apple Cider,4.166666666666667
5829,8 Ball Kush,4.164179104477612
5443,Blueberry Diesel,4.163588390501319
7962,Purple Diesel,4.163265306122449
7803,Ripped Bubba,4.1625
483,Venice OG,4.162162162162162
6624,Pineapple,4.162112932604736
1521,Orange Haze,4.160714285714286
26,Pineapple Trainwreck,4.160642570281125
1506,Jokerz,4.160493827160494
3874,303 Kush,4.160493827160494
4309,Hurricane,4.16
4440,Sour Banana,4.16
6283,Banana Diesel,4.159090909090909
3588,Strawberry Kush,4.158898305084746
3726,Cake 'n Chem,4.157894736842105
5942,Old School OG,4.157894736842105
4693,XXX 420,4.157894736842105
2337,Motorbreath 15,4.157894736842105
648,Ice Cream Sundae,4.157894736842105
2899,Super Kush,4.157303370786517
6201,Purple Cheese,4.157303370786517
4943,Citrus Kush,4.157303370786517
8021,Satori,4.157142857142857
177,Harmony,4.15625
8173,Raspberry Kush,4.154791154791154
4498,Magnificent Mile,4.153846153846154
7326,NightFire OG,4.153846153846154
7108,Ladyburn 1974,4.153846153846154
8368,Whitaker Blues,4.153846153846154
7482,Thai,4.153846153846154
6318,Rainbow Gelato,4.153846153846154
1427,Blue Ox,4.153846153846154
5837,God's Treat,4.153846153846154
6724,Orange Punch,4.153846153846154
3963,Permafrost,4.153452685421995
3157,Blue OG,4.152866242038217
7098,Black Velvet,4.151515151515151
6667,Flo,4.150375939849624
7179,Ingrid,4.150326797385621
1018,Love Triangle,4.15
5910,Lemon Runtz,4.15
4156,Hash Plant,4.14867617107943
5879,Blue Moonshine,4.148514851485149
1030,Humboldt,4.148148148148148
2083,Connie Chung,4.148148148148148
5655,Kryptonite,4.148036253776435
3775,Hindu Skunk,4.146788990825688
1219,Bakerstreet,4.146341463414634
1952,The Hog,4.145695364238411
1555,Pot of Gold,4.145251396648045
6078,Chocolate Chunk,4.144927536231884
8015,Silver Haze,4.144430844553243
8076,Ape Diesel,4.142857142857143
4213,Guava Kush,4.142857142857143
6269,Orange Kush Breath,4.142857142857143
4967,Sleepy Joe OG,4.142857142857143
7213,Banana Acai Mints,4.142857142857143
8166,Milk Chocolate,4.142857142857143
8100,Zawtz,4.142857142857143
3448,Ripple,4.142857142857143
5924,Affie Taffie,4.142857142857143
1397,Nuketown,4.142857142857143
3173,Dolato 41,4.142857142857143
1150,Purple Poison,4.142857142857143
6151,West Coast Dawg,4.142857142857143
1232,814 Fireworks,4.142857142857143
5165,Punxsy Punch,4.142857142857143
1033,Marcosus Marshmellow,4.142857142857143
4027,Blast Chiller,4.142857142857143
7652,Strawberry Blue,4.142857142857143
3280,Lemon Pepper,4.142857142857143
864,Cashmere,4.142857142857143
6114,Glacier Glue,4.142857142857143
6038,Tropical Punch,4.142857142857143
4937,THC Bomb,4.141732283464567
7661,Kali Mist,4.141538461538461
5412,Sensi Star,4.141274238227147
7346,Green Ribbon,4.141176470588236
4161,Sunset,4.141176470588236
6225,Pineapple Kush,4.140969162995595
4231,White Lavender,4.140625
7767,Blue Widow,4.139088729016787
5231,Raskal OG,4.138686131386861
2193,Supernova,4.138461538461539
5149,Bubble Gum,4.13828125
7452,Grape Lime Ricky,4.137931034482759
7230,Black Domina,4.137535816618911
6661,Big Buddha Cheese,4.136842105263158
5000,Huckleberry,4.136842105263158
4091,Gummy Bears,4.136363636363637
2885,King Kong,4.136363636363637
6889,Candy Apple,4.135135135135135
4202,Purple Princess,4.134146341463414
304,G.O.A.T.,4.133333333333333
1057,Churro,4.133333333333333
7945,Casey Jones,4.132321041214751
5785,Lemon Kush,4.131392604248624
1128,White Rhino,4.129673826571201
996,South American,4.129032258064516
108,Pancakes,4.129032258064516
146,Lime Haze,4.128205128205129
1736,Blurple,4.128205128205129
7323,Agent Orange,4.128013300083126
1865,Purple Jack,4.127659574468085
7094,Bubbleberry,4.126436781609195
1363,Popcorn Kush,4.126315789473685
6762,Orange Kush,4.125603864734299
14,Loud Scout,4.125
7022,Purple Tonic,4.125
5005,Truth Serum,4.125
2868,High Voltage,4.125
5482,Blue Blood,4.125
259,Strawberry Kiwi,4.125
6508,CBD Charlotte's Angel,4.125
5176,Pink Moon,4.125
317,Space Dust,4.125
6861,Zoinks,4.125
7304,Fire Stomper,4.125
5999,Albarino,4.125
5150,Purple Push Pop,4.125
5798,Fast Eddy,4.125
908,Strawberry Nightmare,4.125
7397,Pep-o-Chem,4.125
3106,Black Label Kush,4.125
6464,Purple Maui,4.125
3407,Tahoe Purps,4.125
536,Himalayan Gold,4.125
5138,Slow N Sweet,4.125
2706,Green Dragon,4.123595505617978
7010,Grape Krush,4.123287671232877
6970,Church OG,4.123076923076924
2815,Lemon Trainwreck,4.121212121212121
201,Cali Kush,4.120996441281139
2208,Blue Boy,4.120689655172414
1542,Sweet Baby Jane,4.12
2757,Burmese Kush,4.119318181818182
4128,Romulan,4.119182746878547
5988,Lemon Lime Punch,4.117647058823529
5183,Hawaiian Sativa,4.117647058823529
1263,Green Cheese,4.117647058823529
4964,Power Plant,4.116455696202531
5825,Haole,4.116279069767442
2712,Hawaiian Skunk,4.115384615384615
4,Big Sur Holy Weed,4.114285714285714
5665,Purple Arrow,4.114285714285714
8215,Bonkers,4.113636363636363
2424,Very Berry Haze,4.112903225806452
5771,Garlotti,4.111111111111111
7170,Guava Tartz,4.111111111111111
1419,Skunk+,4.111111111111111
7509,Cherry Star,4.111111111111111
3756,CHR Super OG,4.111111111111111
1423,Mango Ice,4.111111111111111
7308,Ultra Violence,4.111111111111111
4221,Banana Macaroon,4.111111111111111
4134,Fresh Squeeze,4.111111111111111
2945,White Dawg,4.10958904109589
3361,Jack Kush,4.108108108108108
6380,Atomic Northern Lights,4.108108108108108
6682,Guru,4.107142857142857
7449,Pure OG,4.107142857142857
302,Alien Hallucination,4.106382978723405
7968,Fire Haze,4.106382978723405
1697,Orange Crush,4.106194690265487
885,Magnum,4.105263157894737
716,Mr. Nice Guy,4.103067484662577
1404,Purple AK-47,4.102564102564102
7115,Frosted Kush,4.1
8302,Mega Jackpot,4.1
7206,Dirty Bird,4.1
3428,Sugar Kush,4.1
499,Milkman,4.1
6102,Bubble Kush,4.1
2233,Truffle Monkey,4.1
797,Strawberry Headband,4.1
3087,BC Sweet Tooth,4.096774193548387
6056,Gravity,4.096774193548387
1504,UK Cheese,4.09642301710731
4485,Rainmaker,4.096153846153846
1043,Lavender,4.096129837702871
7190,Cherry Kush,4.095774647887324
8104,Orange Skunk,4.095238095238095
7602,Chem De Menthe,4.095238095238095
183,Panama,4.095238095238095
3247,Superstar,4.095238095238095
1737,Mango,4.093357271095153
3359,Verde Electric,4.093023255813954
7168,Tangerine Kush,4.092250922509225
1330,Blue Apricot Sherbert,4.090909090909091
2264,Caribbean Breeze,4.090909090909091
942,Green Door Kush,4.090909090909091
100,Black Ice,4.088709677419355
6336,Lemon Thai,4.087248322147651
2804,Lion's Mane,4.086956521739131
4546,Day Tripper,4.085714285714285
463,Medusa,4.084337349397591
8113,Purple Mr. Nice Guy,4.083870967741936
2002,Shark Shock,4.083650190114068
1519,White Choco,4.083333333333333
2276,Jelly Runtz,4.083333333333333
2531,Moose Tracks,4.083333333333333
7324,Star 91,4.083333333333333
7338,Forest Fire,4.083333333333333
1269,Tiger Woods,4.083333333333333
1817,Tangie and Cream,4.083333333333333
3872,Blackberry,4.082918739635158
5502,Mango Dream,4.081967213114754
1169,Las Vegas Triangle Kush,4.08
1069,Truffle,4.079365079365079
460,Miami Heat,4.076923076923077
7580,Sweet Deep Grapefruit,4.076923076923077
2580,All Gas OG,4.076923076923077
5875,Mandala #1,4.076923076923077
2932,Dutch Kush,4.076923076923077
5125,13 Dawgs,4.076923076923077
4502,Pink Pez,4.076923076923077
4374,Lemon Drop,4.075
1331,Ace of Spades,4.074183976261128
1645,Durban Cheese,4.074074074074074
8476,Blue Crack,4.071895424836601
7483,White Castle,4.071428571428571
3840,Fruitylicious,4.071428571428571
2597,Maui,4.071428571428571
503,Haze,4.070707070707071
4759,Snowcap,4.070342205323194
1536,Skunk 1,4.068965517241379
3667,Belladonna,4.066666666666666
1968,Night Train,4.066666666666666
116,Orange Wreck,4.066666666666666
1643,Platinum Wreck,4.064516129032258
7912,Juicy Fruit,4.064327485380117
3619,Afghanica,4.0625
7883,AK-47,4.060495867768595
1316,Happy Hour,4.058823529411764
6094,SAGE,4.058620689655172
482,Ogre,4.057324840764331
723,Cambodian,4.055555555555555
4896,Ice,4.053639846743295
4368,Jack Haze,4.053333333333334
7406,Banana Candy,4.052631578947368
7085,Blockhead,4.052631578947368
6733,Sugar Cookies,4.052631578947368
1797,Ultimate Trainwreck,4.052631578947368
7171,Red Cherry Berry,4.05
3703,Diablo,4.048433048433048
6973,Double Diesel,4.045454545454546
3091,Frank's Gift,4.043478260869565
3600,Cheese,4.038366336633663
2647,Cracker Jack,4.037037037037037
7764,Afgoo,4.036418816388467
5198,Afghan Kush,4.036392405063291
8103,Neville's Haze,4.035087719298246
1876,Funky Monkey,4.026315789473684
7287,Nordle,4.025
2700,Big Bang,4.025
7632,Purple Chocolate,4.0
7636,Hindu Cream,4.0
3904,Magic Lemons,4.0
6491,Raskal Berries,4.0
6500,Bullet Silver,4.0
6501,Big Holy Nina,4.0
7541,Churchill Cherry,4.0
3906,GMO Pie,4.0
2774,Pink Berry,4.0
6391,MKJ #5,4.0
6392,Frozay,4.0
6407,Haven OG,4.0
4874,Citral Flow Bx1,4.0
3889,BC King Haze,4.0
4906,Red Delicious,4.0
2284,Snownado,4.0
2289,Floruit,4.0
6530,Northern Cross,4.0
1222,Domino,4.0
2814,TNT,4.0
7680,Citrus Farmer,4.0
1313,Gorilla F#%k,4.0
4888,OG Strawberry Star Killer,4.0
2798,Lil Diamond,4.0
3976,Da Vinci Cake,4.0
3982,Prometheus,4.0
6533,Deadband 12,4.0
3984,Orange Tangie Diesel,4.0
3987,Toronja,4.0
3988,Strawmelon Sundae,4.0
4730,Black Berrium,4.0
660,Dragon Snacks,4.0
7497,Green Ninja,4.0
7682,Dayger,4.0
6343,Kushashima,4.0
6346,Fallen Soldiers,4.0
7697,Tachibana,4.0
2323,Truffle Pig,4.0
649,Pink Legacy,4.0
2733,818 Headband,4.0
7663,Octane Mint Sorbet,4.0
7665,Bling Cheesecake,4.0
1828,Honey Cream,4.0
6337,Hammer Cake,4.0
4921,Rawtton,4.0
4931,Mamba Marker,4.0
7714,Crying Rhino,4.0
3821,Lucky Wookie,4.0
4936,Sour Mints,4.0
4034,Golosa,4.0
2715,Cello Sweet OG,4.0
2721,Gorilla Nut #9,4.0
1194,Sour Blue Sunrise,4.0
1195,Communion,4.0
4718,Tsipouro,4.0
2152,Candied Oranges,4.0
7732,Big Buddha's King Kong,4.0
2849,EdiPure Dried Pineapples,4.0
487,Lost Creek,4.0
495,London Bridge,4.0
8380,Royal Salute,4.0
8396,Black Cream Auto,4.0
52,Chocolony,4.0
56,Pineapple Z,4.0
59,Bleugenius,4.0
67,Triangle Octane,4.0
4030,California Snow,4.0
3174,Leonidas,4.0
8334,Chocoholic,4.0
2703,Gyroz,4.0
7447,Squirr't,4.0
6595,Wild Man,4.0
7765,Jungle Punch #8,4.0
7777,Palisade Poison,4.0
6286,Purple Mahayana,4.0
6289,Mazar x White Rhino,4.0
2158,Blue Goblin,4.0
465,Island Poison,4.0
7451,Dosi Crasher,4.0
684,Dr. J,4.0
4063,Oregon Golden Goat,4.0
6611,Wino,4.0
466,Bear Claw,4.0
3787,2 Scoops,4.0
4995,Boomtown,4.0
6273,Yama,4.0
1384,Blue Gummies,4.0
1386,Mars Hotel,4.0
1391,Monkey Thunder,4.0
1392,Rose Gold Rackz,4.0
2126,Unknown Soldier,4.0
6257,Dieselicious,4.0
1161,Hawaiian Plushers,4.0
4685,Mandarin Cookies V2,4.0
6266,Galactus,4.0
4981,Black Cherry Cider,4.0
4989,Swiss Indica,4.0
7784,Lime Drop,4.0
7790,Sundea Supreme #9,4.0
7801,Cosmic Serpent,4.0
6629,Cascade Grape,4.0
4081,Cosa Nostra,4.0
4087,Papaya Hills,4.0
4088,Lemon Cherry Runtz,4.0
7412,Apple Custard,4.0
7425,Triangelato,4.0
700,Cali OG Kush,4.0
702,Kosher Chem,4.0
1407,Star Child,4.0
2904,Cheddarhead,4.0
2125,Legendary Lemon,4.0
7804,Afghan Hawaiian,4.0
7808,Llama Kush,4.0
3744,Tachllta Till,4.0
3746,Egyptian Musk,4.0
1129,Strange Brew,4.0
711,King's OG,4.0
713,Jungle Fruit,4.0
715,PHOG,4.0
4690,Sour Lemon Mochi,4.0
6264,Transformer,4.0
4113,Off White Cake,4.0
7378,Devil Cream,4.0
7380,G-Cut,4.0
7383,The Squeeze,4.0
7387,La Sage,4.0
4651,Mrs Mac,4.0
1109,Tropical Adhesive,4.0
4095,Honeycomb Pave,4.0
4097,Green Genie,4.0
2682,Spirit Of Detroit,4.0
6655,The Pink Goat,4.0
6665,Creamz,4.0
4647,Peppermint Pie,4.0
1401,Rogue River Skunk,4.0
1403,Blood Honey,4.0
7853,Snooze Button,4.0
7865,Cotton Candy Cane,4.0
7872,Wedding Sherb,4.0
6173,Britneys Frozen Lemons,4.0
6192,Critical Orange,4.0
5013,Miss Fortune Cookie,4.0
2107,Alley Cat Kush,4.0
7836,Mango Cookies,4.0
7838,Milfberry,4.0
3707,Banana Pancakes,4.0
2916,X-tra Chz,4.0
1413,Pine Tree OG,4.0
4110,Sunrise,4.0
4111,Amethyst,4.0
417,AB Parfait,4.0
7880,Sorbet Stash,4.0
3689,Black Dog Skunk,4.0
5076,Forum Stomper,4.0
6158,Hanis,4.0
6722,Chrome Splitter 99,4.0
6696,Puffy Payton,4.0
4641,A.S.S.,4.0
2377,Wilfunk,4.0
4135,Strawberry Stardust,4.0
7358,Dragon's Layer,4.0
5031,Frozen Tangerines,4.0
2923,Unicorn Breath,4.0
5678,Baked Haze,4.0
5476,La Niña,4.0
5480,Golden Crisp,4.0
5489,Mystery Made,4.0
5631,Apple Juice,4.0
5511,BC Roadkill,4.0
5610,Apple Mintz,4.0
5615,Scout Master,4.0
5536,Grandaddy Bruce,4.0
1820,Zensation,4.0
409,Cripple Creek,4.0
413,Brain Stew,4.0
414,Holy F#@k,4.0
4598,Double Up Mints,4.0
4599,Grateful Grape,4.0
6136,Moon Train,4.0
6141,MSG,4.0
2097,Passion Pit,4.0
5061,Diamond Sauce,4.0
3705,Orange Sherbet Auto,4.0
7887,Citrus Samurai,4.0
4612,Alien Booberry,4.0
764,YEET,4.0
767,Second Sight,4.0
4623,Q3,4.0
2396,Kaleidos Dope,4.0
6705,Cat Lady,4.0
7926,Blue Boi,4.0
7936,Khyber Kush,4.0
2071,Gold Digger,4.0
2074,Bio Star,4.0
7890,Cherry Cola Auto,4.0
2959,Tractor Fuel,4.0
3664,Mango Ginger,4.0
5093,Limelight,4.0
1126,Green Machine,4.0
2658,Planet Purple,4.0
2246,New Carpet,4.0
5441,Bazookies,4.0
6730,Skunk Hero,4.0
5718,Pine Candy,4.0
7955,Houndstooth,4.0
7039,Tangerine G13,4.0
2067,Gypsy Jax,4.0
8455,Gorilla Auto,4.0
6099,Lemon Tag,4.0
8469,Magic Jordan,4.0
6746,Juicy Lucy,4.0
6753,Granny's Sundae,4.0
6761,Long Weekend,4.0
6766,Tropic Punch,4.0
1086,Sitting Bull,4.0
1091,Riley Kush,4.0
4146,Lava Breath,4.0
2645,Banana Krumble,4.0
3204,Eastern European,4.0
7919,Forest Queen,4.0
7058,Krakatoa,4.0
2987,Sweet Diesel,4.0
2992,Gorilla Warfare,4.0
355,Angels OG,4.0
7979,London Pound Mints,4.0
6071,White Tang,4.0
926,Medical 49,4.0
2255,Animal Cocktail,4.0
4576,Crown Jewelz,4.0
4577,Funk 'n Blueberry,4.0
4587,Hyper Fuel,4.0
4169,Jerry Berry,4.0
2749,Bubba Chem,4.0
7318,Nectarine Jelly,4.0
2418,Desconocida Kush,4.0
5109,Larry Pie,4.0
2638,Sapphire Tsu,4.0
5175,Wally OG,4.0
2036,Modified Kush,4.0
2049,Black Dominia,4.0
331,Playa Flavaz,4.0
8018,The Fizz,4.0
2639,Murkle,4.0
1075,Lime Mojito,4.0
6775,Thai Girl,4.0
6796,Berry Tite,4.0
1047,California Orange Cheese,4.0
4181,Space Glue,4.0
7292,Blueberry Hash OG,4.0
782,Optimus Prima,4.0
600,Monster Profit,4.0
346,Southern Lights,4.0
4537,Doctor Punch,4.0
2765,Gelatoband,4.0
6441,Apples to Apples,4.0
4200,Island Mountain Headband,4.0
6443,Chocolate Covered Cherries,4.0
308,Moroccan Kush,4.0
316,Nana Junky,4.0
3578,Unicorn Blood,4.0
4561,Blanco Berry Kush,4.0
2228,Kerala,4.0
2431,Super Silver Sour Diesel,4.0
6806,Black Destroyer,4.0
800,Code Blue,4.0
7274,Sugar Bomb Punch,4.0
7597,Honey Rock,4.0
2636,Psycho Dawg,4.0
4210,Upstate,4.0
2615,Star Stomper,4.0
2619,Platinum Dosi,4.0
6034,Ghee Butter,4.0
1492,Jamaican Funk,4.0
19,White Mints,4.0
5181,Wicked Flo,4.0
320,Orange Is The New Black Lime,4.0
8041,Gorilla Fighter,4.0
8050,Blueberry Sundae,4.0
298,Purple Banana Cookies,4.0
4339,Terp Smoothie,4.0
5199,Azure Cherry,4.0
7249,Fire Alien Strawberry,4.0
6808,Red Wedding,4.0
6827,Crypto Gelato,4.0
5997,Sudz,4.0
4379,Big Drip,4.0
2005,Queen Sherbet,4.0
5201,Galactic Animal,4.0
5211,Malakoff,4.0
2782,DesTar Bx,4.0
6023,Betty Hayes,4.0
6031,Tall Boy,4.0
2786,Michka,4.0
3014,Reggae Cowboy,4.0
3020,Geist OG,4.0
5220,White Chocolate,4.0
4205,African Orange,4.0
6828,Cherries and Cheese,4.0
1038,Skunk Haze,4.0
1040,Sapphire Kush,4.0
5691,Mandarine 47,4.0
5470,2090 Shit,4.0
3322,Sour Walker,4.0
2013,Lemon Sherbet,4.0
277,Burning Desire,4.0
282,Bona Dea,4.0
3540,Floss Sugar,4.0
1563,Cocoa Kush,4.0
1568,Otter Popz,4.0
5235,Swiss Dream,4.0
6429,Tropical Kush,4.0
4504,Somango Widow,4.0
4234,AK 420,4.0
821,Gas 'n Fruit,4.0
832,Lemon Pastries,4.0
5992,Guido Kush,4.0
7222,The Mountain,4.0
8071,Diesel Malawi,4.0
8077,2 Fast 2 Vast,4.0
3511,Red Lebanese,4.0
3521,Yikes,4.0
3535,Gushcanna,4.0
2000,Can't Touch This,4.0
1270,Sour G,4.0
1276,Pruno,4.0
4224,Digweed,4.0
4228,Tahquitz,4.0
4230,Guava Dub Star,4.0
6866,Gelonoidz,4.0
1027,Poisoned Roses,4.0
4837,Cosmic Glue,4.0
4493,Big Bomb,4.0
1557,Jungle Grapes #35,4.0
8087,PTSD,4.0
4841,Garfuel,4.0
6437,Ghost Tange Haze,4.0
3501,Whoopie Pie,4.0
5926,NY-47,4.0
1582,Purple Snowman,4.0
3919,Rosaberry,4.0
7214,Coughy Cake,4.0
4499,Tropic Twist,4.0
4500,Nitro Candy,4.0
594,Midnight Express,4.0
6881,Purple Demon,4.0
6882,Big Z,4.0
6885,Cookeys,4.0
6886,Blackberry Cookies,4.0
1965,Funky Cold Medina,4.0
8152,Pineapple Durban,4.0
3452,Bananagrande,4.0
5269,White Platinum,4.0
5272,Siddhartha’s Dream,4.0
2271,Squintz,4.0
1252,Candy Fuel,4.0
4814,Orange Valley OG,4.0
